Null,Object_id,Hex,Color name,Size
777,701452,#4b473c,dimgrey,11
778,436571,#000000,black,2
779,435895,#22180e,darkolivegreen,2
780,436689,#3d382a,sienna,1
781,436823,#703322,darkolivegreen,10
782,436824,#695536,black,1
783,436808,#40351d,grey,22
784,436809,#aa804b,darkolivegreen,6
785,436810,#bd9c7d,grey,18
786,726543,#322518,dimgrey,9
787,435778,#756b47,saddlebrown,37
788,435779,#6e6d62,dimgrey,11
789,435892,#151212,dimgrey,14
790,436337,#0a0909,black,33
791,436338,#666666,darkslategrey,7
792,436339,#0d0d0d,darkslategrey,1
793,436340,#5f5f5f,dimgrey,5
794,436341,#252525,dimgrey,12
795,436342,#cacaca,darkslategrey,8
796,436344,#222222,dimgrey,6
797,436345,#c77a0a,black,46
798,436397,#fefefe,white,27
799,436398,#bdbdbd,darkslategrey,26
800,436399,#a2a2a2,gainsboro,8
801,436404,#d6d6d6,grey,16
802,436406,#634d30,darkslategrey,6
803,436408,#515151,dimgrey,11
804,437772,#2c1b15,rosybrown,20
805,435737,#716042,darkolivegreen,5
806,435738,#363926,grey,6
807,435740,#b7975e,dimgrey,5
808,435741,#5f6b52,saddlebrown,4
809,435742,#2e291e,darkslategrey,21
810,435743,#000000,black,20
811,435744,#1d2224,dimgrey,25
812,435745,#57635d,dimgrey,10
813,435746,#716a57,dimgrey,16
814,435747,#171916,darkslategrey,21
815,437722,#a83928,black,7
816,437724,#a48765,darkslategrey,28
817,437443,#735e45,dimgrey,6
818,437444,#4e493a,dimgrey,14
819,437445,#988f7e,darkolivegreen,5
820,437446,#55391f,darkkhaki,2
821,437447,#9d8f76,black,3
822,437448,#010000,black,2
823,437449,#816d54,darkslategrey,1
824,437450,#201f1a,black,14
825,437451,#84653a,darkolivegreen,14
826,437452,#beb198,tan,1
827,437453,#5b5f55,darkgrey,2
828,437454,#483322,peru,5
829,435573,#284852,darkslategrey,5
830,435576,#a4956b,black,4
831,435577,#151014,black,9
832,437007,#26251e,darkolivegreen,12
833,435578,#241f18,black,11
834,435579,#b78b55,peru,1
835,435580,#150d0e,black,40
836,435581,#885634,black,28
837,435583,#a2a2a2,black,5
838,435585,#6c4f3a,grey,15
839,435590,#7c7c7c,darkgrey,6
840,435594,#7c5e21,tan,2
841,435595,#4b3c24,tan,20
842,435596,#0c0c0b,black,29
843,435597,#c4aa8d,black,17
844,435598,#522c12,black,14
845,435599,#2e2826,rosybrown,10
846,435600,#17170e,black,25
847,435601,#c6c6c6,darkslategrey,7
848,435603,#161718,darkolivegreen,14
849,435604,#130d10,black,29
850,435614,#b18a67,saddlebrown,14
851,435615,#452210,darkseagreen,31
852,435616,#817e64,wheat,9
853,435617,#b38f75,darkolivegreen,6
854,435621,#292f27,sienna,5
855,435622,#835118,black,13
856,435623,#474834,saddlebrown,9
857,435626,#7c7053,black,7
858,435627,#525252,darkslategrey,10
859,435630,#927755,black,2
860,435631,#7f6039,dimgrey,9
861,435632,#746345,darkslategrey,2
862,435633,#545042,black,1
863,435635,#452b23,darkolivegreen,34
864,435640,#51534a,dimgrey,5
865,435642,#4f330d,midnightblue,17
866,435643,#7f7f7f,lightgrey,12
867,435644,#b68d6b,tan,11
868,435645,#4f281d,sienna,13
869,435646,#907b46,darkslategrey,7
870,435647,#4a656d,darkolivegreen,3
871,435649,#69331d,sienna,1
872,435650,#6b5e48,black,6
873,435651,#6c5038,grey,24
874,435655,#503416,grey,2
875,435656,#caa056,darkolivegreen,6
876,435657,#5a5a5a,lightgrey,9
877,435658,#824710,darkslategrey,2
878,435659,#8e8e8e,darkslategrey,8
879,435663,#7b5c32,darkslategrey,2
880,435665,#25201a,black,9
881,435666,#343023,darkolivegreen,7
882,436994,#96673d,darkslategrey,12
883,435670,#a13c02,black,40
884,435671,#846a44,black,3
885,435672,#111214,black,7
886,435673,#9c8e7b,black,1
887,435678,#633a1f,darkslategrey,7
888,435680,#4c422e,grey,6
889,435682,#523e1b,darkolivegreen,31
890,435683,#513c24,sienna,5
891,435684,#dcdcdc,gainsboro,22
892,435687,#916b4b,black,1
893,435688,#b4a27c,darkolivegreen,2
894,438099,#775a41,darkslategrey,4
895,435690,#612b20,darkolivegreen,1
896,435691,#a17a3e,darkslategrey,5
897,435694,#181410,black,12
898,435701,#e5e5e5,gainsboro,9
899,435702,#2e2819,darkolivegreen,8
900,435703,#957555,black,1
901,435704,#8d795f,tan,2
902,435705,#c2985c,gainsboro,10
903,435706,#5d3023,dimgrey,29
904,435707,#d6d2c0,darkolivegreen,4
905,435713,#423822,dimgrey,10
906,435714,#897d6c,rosybrown,2
907,435715,#90755e,darkolivegreen,2
908,435716,#302b1f,darkslategrey,27
909,435717,#655942,darkolivegreen,5
910,435718,#513222,darkslategrey,2
911,435722,#392110,dimgrey,7
912,435723,#67777d,black,2
913,435724,#595643,grey,11
914,435725,#472610,black,20
915,435727,#544332,darkolivegreen,20
916,435728,#000000,black,18
917,435729,#8c6245,rosybrown,9
918,435730,#6f6a65,sienna,23
919,435731,#b88e4f,darkolivegreen,9
920,435733,#2b3737,darkolivegreen,26
921,435734,#636363,grey,18
922,435749,#6c5e41,darkgrey,5
923,435750,#5a5435,darkslategrey,9
924,435751,#5c513c,dimgrey,7
925,437987,#465756,darkolivegreen,7
926,437988,#979da1,darkgrey,1
927,438551,#b1aa7e,darkolivegreen,4
928,435752,#231c14,sienna,5
929,435753,#9c8466,darkslategrey,10
930,435754,#404031,darkolivegreen,21
931,435755,#141513,black,10
932,435756,#d6ac85,darkolivegreen,13
933,435757,#929292,darkslategrey,3
934,435759,#000000,black,21
935,435760,#030101,black,9
936,435762,#b58455,darkslategrey,3
937,435763,#3c261f,tan,4
938,435765,#99573a,maroon,17
939,435766,#888888,darkslategrey,8
940,435764,#97713c,saddlebrown,12
941,435768,#b19e82,rosybrown,3
942,435769,#332814,black,4
943,435770,#4d4e40,darkolivegreen,2
944,435771,#4b3b22,black,2
945,435772,#544b37,darkolivegreen,3
946,435773,#232412,darkolivegreen,23
947,435774,#d3c66d,darkkhaki,16
948,435775,#d7bd93,grey,2
949,435776,#ab8f64,darkolivegreen,1
950,435802,#2a2420,darkslategrey,23
951,435803,#020604,black,13
952,435804,#383d0a,saddlebrown,28
953,435805,#dddddd,darkslategrey,30
954,435806,#d9d9d9,silver,47
955,435807,#897f58,darkolivegreen,17
956,435809,#82745b,darkolivegreen,9
957,435810,#0f0d07,black,22
958,435813,#25231b,black,2
959,435814,#706345,darkolivegreen,43
960,438465,#3f3d30,lightslategrey,3
961,435817,#46371e,darkolivegreen,3
962,435818,#38281d,darkolivegreen,8
963,435819,#000000,black,8
964,435820,#3a2f1c,black,9
965,435822,#2f2f2f,whitesmoke,10
966,435823,#634b35,dimgrey,1
967,435824,#583424,dimgrey,12
968,435826,#6a4f3a,sienna,1
969,435829,#817a5f,dimgrey,18
970,435830,#d1b864,khaki,10
971,435831,#979f9d,darkgrey,5
972,435832,#a68243,sienna,2
973,435833,#040506,black,38
974,435835,#0b0a0c,black,29
975,435837,#3c2d26,sienna,16
976,435838,#1e1d1b,black,14
977,435839,#778e91,lightslategrey,1
978,438100,#b99470,black,7
979,438101,#8e9e98,darkseagreen,3
980,438102,#5b795c,dimgrey,10
981,438103,#675f4a,dimgrey,3
982,438105,#abd6d0,tan,6
983,438106,#44461f,darkolivegreen,3
984,435842,#b5a78d,dimgrey,1
985,435844,#a29076,darkolivegreen,16
986,437986,#17130d,black,35
987,435847,#727368,darkgrey,4
988,435848,#1b3c58,darkgrey,3
989,435849,#e0b963,black,19
990,669033,#291e17,darkolivegreen,19
991,435851,#313635,darkslategrey,10
992,435852,#5d5141,darkolivegreen,3
993,435853,#956937,darkslategrey,24
994,438338,#3f352a,black,7
995,438813,#627179,black,15
996,435855,#2f261a,darkslategrey,5
997,435856,#5a4328,darkslategrey,6
998,442849,#4d4339,dimgrey,6
999,435857,#6e7ba7,darkslategrey,1
1000,435858,#b4b4b4,darkslategrey,7
1001,435859,#0b080a,black,16
1002,435860,#999999,darkgrey,4
1003,435861,#283f43,darkslategrey,29
1004,435862,#948269,black,1
1005,435863,#010000,black,10
1006,435864,#765e39,black,11
1007,435866,#384334,darkslategrey,4
1008,435867,#d8cfba,grey,2
1009,435868,#4a5c67,black,10
1010,435869,#7b5b39,darkslategrey,6
1011,435870,#a28757,darkolivegreen,3
1012,435871,#593c25,darkkhaki,6
1013,435872,#c8ad76,darkgrey,2
1014,435873,#2f2c29,darkslategrey,4
1015,435874,#18393b,slategrey,4
1016,435875,#213339,dimgrey,4
1017,435876,#394e4b,dimgrey,1
1018,435877,#636840,dimgrey,3
1019,435878,#2f413d,darkslategrey,8
1020,435879,#4f6e6c,dimgrey,2
1021,435880,#403b39,dimgrey,3
1022,435881,#6f857c,darkslategrey,2
1023,435882,#a4b7b4,black,1
1024,435883,#000000,black,13
1025,435884,#4b4f40,darkgrey,3
1026,435885,#857f73,darkslategrey,4
1027,437989,#263938,sienna,4
1028,437990,#744811,darkslategrey,4
1029,438136,#756d68,darkkhaki,13
1030,435886,#c5965f,black,37
1031,438724,#12161c,black,24
1032,435887,#483722,black,22
1033,435888,#685c4b,sienna,21
1034,435894,#90785a,darkslategrey,9
1035,435896,#946942,maroon,20
1036,435897,#96978b,grey,2
1037,435898,#c0c2c9,darkolivegreen,2
1038,435899,#7b5621,black,12
1039,435902,#7b3520,saddlebrown,12
1040,435904,#482e15,darkolivegreen,5
1041,435905,#302a19,darkslategrey,8
1042,435906,#493f24,lightslategrey,4
1043,435907,#2e291b,dimgrey,8
1044,435908,#735d3d,black,4
1045,435909,#e1d3b9,silver,24
1046,435912,#0c0c0c,black,34
1047,435916,#2a1d09,darkolivegreen,13
1048,435914,#34281c,black,47
1049,435917,#181518,black,37
1050,435918,#8b744c,black,2
1051,435921,#332e23,darkslategrey,14
1052,435923,#363225,darkslategrey,2
1053,435940,#624815,darkkhaki,30
1054,435945,#b39e81,dimgrey,7
1055,435946,#b3b3b3,grey,5
1056,435947,#a2a2a2,lavender,29
1057,435948,#232506,sienna,42
1058,435949,#080808,silver,6
1059,435950,#6c6a16,olive,9
1060,435951,#1d1b11,darkslategrey,27
1061,435952,#8e8e8e,silver,4
1062,435953,#78633a,tan,20
1063,435954,#4b3c1f,black,14
1064,435955,#4d512a,peru,27
1065,435956,#c6c6c6,darkslategrey,5
1066,435957,#cfcfcf,lightgrey,51
1067,435958,#a3a3a3,darkgrey,8
1068,435959,#bcbcbc,silver,5
1069,435960,#7c7c7c,grey,6
1070,435961,#8e6843,black,2
1071,435962,#ded1a1,darkgrey,2
1072,435964,#8a7959,grey,8
1073,435965,#ebd8b7,darkolivegreen,6
1074,435966,#908d87,grey,2
1075,435967,#916f34,black,2
1076,435968,#a2a5ad,darkslategrey,1
1077,435969,#231d18,darkgrey,10
1078,435971,#2d2516,darkslategrey,6
1079,435972,#b3b4aa,dimgrey,1
1080,435975,#191712,black,12
1081,435976,#be9a61,black,9
1082,435977,#59482a,dimgrey,2
1083,435978,#000000,black,9
1084,435979,#8a988e,darkolivegreen,9
1085,435980,#77684d,black,3
1086,435981,#413726,darkslategrey,4
1087,435983,#514d3c,silver,10
1088,435984,#52422f,darkolivegreen,8
1089,435985,#4a6b72,black,2
1090,435986,#6e5c29,darkolivegreen,4
1091,435987,#a1aabf,darkslategrey,5
1092,435988,#9d9898,lightgrey,3
1093,435989,#8c632d,darkslategrey,10
1094,435990,#65685a,darkgrey,1
1095,435991,#000000,black,24
1096,437991,#929a93,black,2
1097,438635,#27241e,black,1
1098,435992,#543b1a,black,21
1099,435993,#201b14,black,5
1100,435997,#0d161d,wheat,2
1101,438158,#38422d,darkolivegreen,5
1102,435998,#110b0a,black,20
1103,436000,#30230d,darkolivegreen,20
1104,436001,#452b1e,sienna,1
1105,436002,#0f0902,grey,20
1106,436003,#343221,darkslategrey,10
1107,436005,#a5ae97,darkgrey,1
1108,436006,#56432f,dimgrey,8
1109,436007,#241a0a,black,28
1110,436008,#362b27,black,3
1111,436009,#6e613f,darkslategrey,2
1112,436010,#5a5a42,dimgrey,1
1113,436011,#e2d5be,darkslategrey,6
1114,436012,#000000,black,23
1115,436013,#060404,black,1
1116,436014,#361d05,maroon,20
1117,436015,#241f1c,peru,16
1118,436016,#dcccaf,black,4
1119,436017,#0e100f,black,33
1120,436018,#7b6242,dimgrey,19
1121,436019,#8f5a1c,darkolivegreen,3
1122,436020,#353325,darkslategrey,1
1123,436021,#95a08a,black,9
1124,436022,#ad8b64,darkslategrey,5
1125,436023,#f5f1d5,black,18
1126,436024,#507b92,darkslategrey,1
1127,436025,#5e5621,black,8
1128,436026,#131313,black,7
1129,436027,#202020,black,14
1130,436028,#d4d4d4,lightgrey,5
1131,438820,#2c1d07,grey,16
1132,436030,#b48a56,sienna,4
1133,436033,#709089,rosybrown,2
1134,436034,#742e25,darkslategrey,1
1135,436035,#a38570,saddlebrown,1
1136,436036,#74553d,black,1
1137,436037,#797667,rosybrown,2
1138,436038,#817363,darkolivegreen,2
1139,436039,#9cb2aa,dimgrey,18
1140,436040,#493629,sienna,10
1141,436041,#bb8f6d,black,26
1142,436042,#392e27,rosybrown,22
1143,436043,#a59379,darkslategrey,2
1144,436044,#425041,grey,1
1145,436045,#5f442e,black,1
1146,436046,#617f7d,slategrey,2
1147,436047,#607b77,black,1
1148,439081,#83583c,dimgrey,21
1149,436048,#b0b0b0,dimgrey,13
1150,436049,#4b1510,darkslategrey,15
1151,436052,#927a6a,darkslategrey,2
1152,436053,#464130,peru,7
1153,438691,#ae874b,tan,2
1154,436055,#9a9a9a,gainsboro,5
1155,436056,#633b0c,saddlebrown,9
1156,436057,#685a41,darkolivegreen,1
1157,436060,#988b78,black,2
1158,436061,#8d7b57,tan,2
1159,436062,#a29c88,darkolivegreen,1
1160,436063,#98a296,saddlebrown,7
1161,436064,#7a7f75,dimgrey,14
1162,436065,#624116,black,2
1163,436068,#484137,darkslategrey,32
1164,438423,#c1ab80,sienna,7
1165,436077,#695637,black,1
1166,436079,#222221,dimgrey,2
1167,436080,#393939,lightgrey,11
1168,436081,#5c5c5c,gainsboro,10
1169,436083,#7d6e3d,darkslategrey,9
1170,436084,#7e704f,darkolivegreen,1
1171,436085,#e4c67f,darkgrey,13
1172,436086,#a0a0a0,black,7
1173,436088,#1a1a1a,snow,5
1174,436089,#000000,black,2
1175,436090,#968c60,darkolivegreen,8
1176,436091,#f3d068,sandybrown,1
1177,436092,#352418,darkolivegreen,8
1178,436093,#efd475,black,22
1179,436095,#2b1605,saddlebrown,7
1180,436098,#9e9375,black,8
1181,436099,#ae8455,dimgrey,16
1182,436100,#b8956a,black,12
1183,436101,#010100,black,13
1184,436102,#9e9885,black,17
1185,436104,#493123,darkslategrey,23
1186,439327,#4e4a49,darkslategrey,7
1187,436103,#c2c1c2,sienna,30
1188,436105,#917953,saddlebrown,6
1189,436106,#010001,black,1
1190,436107,#c3b187,saddlebrown,5
1191,436108,#8a6340,black,1
1192,436114,#402d1c,black,27
1193,436115,#4a5952,darkslategrey,1
1194,436116,#564a28,sienna,11
1195,436118,#211512,black,2
1196,436119,#524029,darkolivegreen,15
1197,436120,#593a1f,darkolivegreen,10
1198,436121,#694b1b,sienna,1
1199,436122,#7a6c53,darkolivegreen,25
1200,436123,#b09c79,black,2
1201,436138,#32281a,darkslategrey,17
1202,436139,#4e4a40,dimgrey,2
1203,436140,#816b5a,darkolivegreen,5
1204,436144,#684a31,dimgrey,1
1205,436145,#92571f,darkslategrey,13
1206,436149,#5e4124,sienna,7
1207,436150,#dfc892,saddlebrown,12
1208,436152,#a36f3e,tan,11
1209,436153,#a9946a,black,10
1210,436162,#99805c,darkolivegreen,13
1211,436168,#8b7d5f,darkslategrey,1
1212,436174,#8a7c5f,black,8
1213,438156,#a32918,sienna,16
1214,438817,#82663f,silver,2
1215,438857,#6e4d2a,sienna,9
1216,436175,#5f6347,darkslategrey,4
1217,436176,#20231d,darkslategrey,4
1218,436177,#443e18,darkslategrey,13
1219,436178,#573715,grey,4
1220,436179,#1d1813,grey,5
1221,436180,#4d4c43,sienna,10
1222,438110,#926443,wheat,19
1223,438814,#573d26,black,4
1224,436182,#37281b,sienna,18
1225,436183,#9a6d43,darkslategrey,18
1226,436184,#111111,black,4
1227,436186,#62594b,black,13
1228,436187,#3f3f3f,lavender,18
1229,436188,#d6c6ae,peru,4
1230,436189,#a7865b,black,5
1231,436190,#6c4633,darkolivegreen,15
1232,436191,#5c4c3d,darkolivegreen,14
1233,436192,#514e44,darkolivegreen,1
1234,436193,#151515,silver,10
1235,436195,#6d4f2d,black,8
1236,436196,#1f1a12,darkslategrey,6
1237,436198,#8d8d8d,gainsboro,12
1238,436199,#bdbdbd,darkgrey,5
1239,436200,#141414,dimgrey,4
1240,436201,#26241f,black,26
1241,436205,#455e4f,black,2
1242,439553,#52666d,darkolivegreen,17
1243,436207,#9b825d,black,5
1244,436208,#8f7550,dimgrey,4
1245,436209,#271e1a,black,12
1246,436210,#3a2114,darkslategrey,14
1247,436211,#000000,black,2
1248,436212,#8a693d,maroon,3
1249,437415,#48311a,darkolivegreen,2
1250,436213,#4c6b68,rosybrown,15
1251,436214,#9d947f,darkslategrey,2
1252,436215,#977a58,black,14
1253,436216,#695c4a,grey,1
1254,436217,#000000,black,25
1255,436221,#1d1b18,black,21
1256,436222,#543e26,rosybrown,15
1257,436223,#a29175,darkolivegreen,1
1258,436224,#010000,black,2
1259,436225,#565656,grey,5
1260,436226,#4f4f4f,lightgrey,7
1261,436227,#adadad,darkgrey,9
1262,436228,#8f8f8f,grey,7
1263,436229,#473a23,black,5
1264,436230,#7b5838,darkolivegreen,8
1265,436235,#9f8773,darkslategrey,1
1266,436236,#000000,black,45
1267,436238,#000000,black,20
1268,436239,#675341,darkkhaki,11
1269,436240,#86765a,darkolivegreen,1
1270,436241,#030201,black,3
1271,438030,#3f3527,darkgrey,13
1272,436243,#213541,darkslategrey,14
1273,436244,#8e6549,saddlebrown,8
1274,436245,#562f1d,sienna,16
1275,438844,#5e5548,darkolivegreen,1
1276,436246,#927b68,darkslategrey,1
1277,437636,#855538,darkolivegreen,1
1278,436248,#74745c,black,2
1279,436252,#090b0e,black,17
1280,436254,#090807,black,22
1281,436255,#2e1004,sienna,12
1282,436256,#642b0b,darkslategrey,9
1283,436257,#ab7a4e,sienna,19
1284,436258,#0b0b0a,black,19
1285,436260,#60462c,rosybrown,27
1286,436261,#995936,wheat,9
1287,436262,#c8a68a,black,3
1288,436266,#584d2c,saddlebrown,3
1289,436267,#221a12,black,2
1290,436268,#553f24,darkolivegreen,25
1291,436269,#000000,black,26
1292,436270,#1c150c,rosybrown,2
1293,436271,#141a1a,black,27
1294,436278,#342e25,darkkhaki,22
1295,436280,#8b8b8b,dimgrey,12
1296,436283,#615235,tan,8
1297,437203,#536062,darkolivegreen,10
1298,437204,#bcbcbc,dimgrey,7
1299,437205,#b39c81,saddlebrown,15
1300,437206,#2a210b,peru,18
1301,437207,#808080,black,7
1302,437208,#797b7b,darkgrey,23
1303,437209,#141d0a,wheat,54
1304,437210,#2c2c2c,dimgrey,8
1305,437216,#252827,darkslategrey,14
1306,437488,#091b20,rosybrown,37
1307,436286,#7e522a,black,2
1308,436287,#8d7546,darkkhaki,27
1309,436288,#4a2a0d,grey,2
1310,436290,#221d18,black,22
1311,436292,#bfab7c,darkslategrey,7
1312,436293,#d99515,black,5
1313,436294,#43260b,maroon,24
1314,436296,#523e33,dimgrey,19
1315,436297,#d9c59b,darkkhaki,2
1316,437985,#1b150c,olivedrab,16
1317,437995,#c19e6b,peru,2
1318,437996,#755837,darkolivegreen,4
1319,437997,#8d5d37,dimgrey,14
1320,629928,#494030,dimgrey,4
1321,436300,#131211,linen,7
1322,436301,#bdb4a4,dimgrey,10
1323,438169,#705d4a,darkslategrey,20
1324,436305,#0f0d0f,black,34
1325,437405,#56442b,dimgrey,22
1326,436310,#d4d4d4,lightgrey,69
1327,436311,#642b2b,saddlebrown,1
1328,436318,#0e1714,darkkhaki,6
1329,436319,#442f15,grey,14
1330,436320,#643d24,darkolivegreen,20
1331,436321,#7e6e52,darkslategrey,2
1332,436322,#2b130e,black,9
1333,436323,#9f8770,darkolivegreen,2
1334,436324,#625338,grey,14
1335,436325,#351e11,black,6
1336,436326,#c1b198,darkolivegreen,1
1337,436327,#432f1e,grey,21
1338,436329,#dcdcdc,darkslategrey,31
1339,436331,#a2a290,silver,6
1340,436333,#bea881,darkslategrey,15
1341,436334,#bc916e,sienna,22
1342,436335,#a2a093,darkslategrey,8
1343,436731,#c6c6c6,darkslategrey,5
1344,436733,#bebebe,darkslategrey,6
1345,436736,#161616,grey,8
1346,436738,#2a2a2a,silver,8
1347,436739,#544e46,grey,12
1348,436741,#a3805a,black,29
1349,436743,#e3e3e3,darkslategrey,8
1350,436751,#71695b,peru,18
1351,436757,#150e0c,black,9
1352,436760,#adadad,darkgrey,11
1353,436761,#130c1a,black,20
1354,436762,#737373,darkslategrey,13
1355,436346,#e6e0c1,tan,8
1356,436347,#351f0d,darkolivegreen,14
1357,436409,#f3eabe,sandybrown,16
1358,436410,#62432d,darkolivegreen,6
1359,436413,#dddddd,black,8
1360,436415,#585858,black,9
1361,436416,#0d110d,black,13
1362,437725,#595959,black,1
1363,437734,#1e1a14,black,13
1364,437736,#d8b77e,black,1
1365,437740,#ebebeb,darkgrey,9
1366,437741,#73482c,sienna,6
1367,437742,#7b5028,black,2
1368,436418,#cacabd,darkgrey,2
1369,436419,#424242,gainsboro,6
1370,436420,#66533a,darkolivegreen,7
1371,436422,#cdcdcd,dimgrey,12
1372,436423,#533f25,grey,14
1373,436426,#adadad,darkslategrey,12
1374,436427,#595339,black,1
1375,436428,#f1d9a1,linen,15
1376,436431,#7e3220,darkslategrey,2
1377,436432,#6f5638,sienna,2
1378,436433,#1e1b17,black,6
1379,436434,#8b2d13,black,30
1380,436435,#9e8f68,black,4
1381,436436,#000000,black,22
1382,436438,#010101,black,1
1383,436439,#756646,darkkhaki,26
1384,436440,#775832,black,2
1385,436441,#2b2211,rosybrown,15
1386,436442,#513a27,darkolivegreen,1
1387,436445,#8b805b,tan,5
1388,436446,#706d6d,darkolivegreen,2
1389,436448,#3c4b34,black,2
1390,436449,#836c68,chocolate,7
1391,436450,#ded9cf,darkslategrey,7
1392,436451,#757b79,darkslategrey,17
1393,437999,#091a26,black,20
1394,438000,#ac9539,tan,6
1395,438001,#c25d13,darkslategrey,17
1396,438821,#958557,black,2
1397,436452,#b37e45,tan,3
1398,436453,#dbc9a6,darkslategrey,22
1399,436454,#50797e,dimgrey,3
1400,436455,#2c1910,black,3
1401,441226,#161311,black,26
1402,436456,#32241e,black,19
1403,436472,#655644,saddlebrown,31
1404,436480,#95693c,peru,24
1405,436481,#5d5344,dimgrey,1
1406,436482,#583812,sienna,5
1407,436483,#313321,darkolivegreen,5
1408,436484,#140903,tan,39
1409,440723,#844a31,saddlebrown,5
1410,441364,#a79176,sienna,1
1411,651837,#73624f,black,14
1412,685040,#3f271b,darkslategrey,15
1413,436485,#52462f,dimgrey,2
1414,436489,#496763,dimgrey,3
1415,436490,#241513,black,5
1416,436492,#86625f,lightgrey,8
1417,436493,#bfbfbf,silver,28
1418,436491,#52401a,black,23
1419,436495,#8d350d,black,2
1420,436496,#503318,peru,7
1421,436497,#86391c,darkslategrey,8
1422,436498,#372d24,black,7
1423,436499,#413411,darkolivegreen,16
1424,436502,#402d11,darkolivegreen,20
1425,436503,#432b13,darkslategrey,21
1426,436504,#9e3a1c,black,2
1427,436509,#7d672c,darkolivegreen,12
1428,436510,#883819,saddlebrown,26
1429,436511,#594025,grey,12
1430,436515,#664113,saddlebrown,2
1431,436519,#b28355,darkslategrey,14
1432,436520,#000000,black,20
1433,436521,#000000,black,21
1434,436522,#ac8e6d,black,19
1435,436523,#967e6c,maroon,18
1436,440840,#0d0906,black,30
1437,436524,#8b652b,darkslategrey,2
1438,436525,#3b3b40,peru,3
1439,436526,#b3bc98,darkolivegreen,2
1440,436527,#505925,dimgrey,12
1441,436528,#8f9384,lightgrey,8
1442,436529,#dfbe41,goldenrod,1
1443,436530,#bda450,black,1
1444,436531,#8f7634,black,3
1445,436532,#5c523b,goldenrod,2
1446,436533,#6a4b27,saddlebrown,5
1447,436534,#4f5e47,grey,6
1448,436535,#b1992e,slategrey,4
1449,436536,#42382a,rosybrown,9
1450,437980,#a6b79e,darkgrey,3
1451,437998,#643f2a,darkslategrey,3
1452,438722,#0f1112,darkslategrey,14
1453,436538,#a68360,black,23
1454,436539,#181411,black,18
1455,439977,#292b2f,grey,23
1456,436541,#3a301d,darkolivegreen,13
1457,436542,#131212,black,65
1458,436543,#563713,saddlebrown,56
1459,436544,#463d35,darkslategrey,6
1460,436545,#4a4434,black,14
1461,436546,#4c4237,saddlebrown,8
1462,436547,#6b5f4a,darkgrey,2
1463,436548,#6b5e4b,darkslategrey,2
1464,436549,#d5d5d5,dimgrey,4
1465,436550,#2b2b2b,darkslategrey,10
1466,436551,#8e552c,dimgrey,21
1467,436552,#593a0e,maroon,13
1468,436553,#1d1915,darkslategrey,8
1469,436554,#d4b678,darkolivegreen,3
1470,436555,#66522a,darkslategrey,2
