,Object_id,Object_type,Title,Date_started,Date_finished,Medium,Classification,Met_link,Artist_id,Dept_id
1759,435921,Painting,"Mrs. James Pulham Sr. (Frances Amys, ca. 1766–1856)",1818,1818,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435921,559,9
1760,435922,Painting,Salisbury Cathedral from the Bishop's Grounds,1820,1830,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435922,559,9
1761,435923,Painting,Stoke-by-Nayland,1805,1815,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435923,559,9
1762,439358,Painting,Hampstead Heath with Bathers,1816,1827,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/439358,559,9
1763,435940,Painting,Madonna and Child,1516,1522,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435940,560,9
1764,435944,Painting,Portrait of a Man with Gloves,1530,1540,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435944,561,9
1765,435945,Painting,"Anne de Pisseleu (1508–1576), Duchesse d'Étampes",1535,1540,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435945,561,9
1766,435946,Painting,"Charles de Cossé (1506–1563), Comte de Brissac",1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435946,561,9
1767,435947,Painting,Jean d'Albon de Saint-André (1472–1549),1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435947,561,9
1768,435948,Painting,Portrait of a Bearded Man in Black,1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435948,561,9
1769,435949,Painting,Portrait of a Bearded Man in White,1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435949,561,9
1770,435950,Painting,Portrait of a Man,1540,1550,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435950,561,9
1771,435951,Painting,Portrait of a Man,1540,1550,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435951,561,9
1772,435952,Painting,Portrait of a Man,1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435952,561,9
1773,435953,Painting,Portrait of a Man with a Gold Chain,1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435953,561,9
1774,435954,Painting,Portrait of a Man with a Pointed Collar,1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435954,561,9
1775,435955,Painting,Portrait of a Man with Gloves,1540,1545,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435955,561,9
1776,435956,Painting,Portrait of a Man with a Black-Plumed Hat,1535,1540,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435956,561,9
1777,435957,Painting,Portrait of a Young Woman,1533,1575,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435957,561,9
1778,435958,Painting,Portrait of a Dwarf,1525,1549,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435958,561,9
1779,435959,Painting,Portrait of a Man,1525,1549,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435959,561,9
1780,435960,Painting,Portrait of a Widow,1525,1549,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435960,561,9
1781,435961,Painting,Toussaint Lemaistre (1807/8–1888),1833,1833,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435961,562,9
1782,435962,Painting,Hagar in the Wilderness,1835,1835,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435962,562,9
1783,435963,Painting,Bacchante by the Sea,1865,1865,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435963,562,9
1784,435964,Painting,The Gypsies,1872,1872,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435964,562,9
1785,435965,Painting,Bacchante in a Landscape,1865,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435965,562,9
1786,435966,Painting,Boatman among the Reeds,1860,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435966,562,9
1787,435967,Painting,"The Burning of Sodom (formerly ""The Destruction of Sodom"")",1843,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435967,562,9
1788,435968,Painting,The Environs of Paris,1860,1869,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435968,562,9
1789,435969,Painting,The Ferryman,1860,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435969,562,9
1790,435971,Painting,Girl Weaving a Garland,1860,1865,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435971,562,9
1791,435972,Painting,Honfleur: Calvary,1825,1835,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435972,562,9
1792,435975,Painting,A Lane through the Trees,1870,1873,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435975,562,9
1793,435976,Painting,The Letter,1860,1870,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435976,562,9
1794,435977,Painting,Mother and Child,1860,1869,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435977,562,9
1795,435978,Painting,The Muse: History,1860,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435978,562,9
1796,435979,Painting,A Pond in Picardy,1862,1872,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435979,562,9
1797,435980,Painting,Portrait of a Child,1830,1840,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435980,562,9
1798,435981,Painting,Reverie,1855,1870,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/435981,562,9
1799,435983,Painting,River with a Distant Tower,1865,1865,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435983,562,9
1800,435984,Painting,Sibylle,1865,1875,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435984,562,9
1801,435985,Painting,"Study for ""The Destruction of Sodom""",1843,1843,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435985,562,9
1802,435986,Painting,View of Lormes,1840,1844,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435986,562,9
1803,435987,Painting,A Village Street: Dardagny,1852,1863,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435987,562,9
1804,435988,Painting,Ville-d'Avray,1870,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435988,562,9
1805,435989,Painting,The Banks of the Seine at Conflans,1865,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435989,562,9
1806,435990,Painting,A Woman Gathering Faggots at Ville-d'Avray,1871,1874,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435990,562,9
1807,435991,Painting,A Woman Reading,1869,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435991,562,9
1808,437991,Painting,The Curious Little Girl,1816,1875,"Oil on cardboard, laid down on wood",Paintings,http://www.metmuseum.org/art/collection/search/437991,562,9
1809,438635,Painting,Waterfall at Terni,1826,1826,"Oil on paper, laid down on wood",Paintings,http://www.metmuseum.org/art/collection/search/438635,562,9
1810,438636,Painting,Cow in a Barn,1822,1855,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/438636,562,9
1811,439360,Painting,View of Genzano with a Rider and Peasant,1843,1848,"Oil on paper, laid down on cardboard",Paintings,http://www.metmuseum.org/art/collection/search/439360,562,9
1812,439361,Painting,View of Genzano,1843,1843,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/439361,562,9
1813,439407,Painting,Landscape at Civita Castellana,1826,1827,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/439407,562,9
1814,439408,Painting,Mountainous Landscape,1816,1875,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/439408,562,9
1815,439409,Painting,"Banks of the Stream near the Corot Property, Ville d'Avray",1818,1828,"Oil on paper, laid down on wood",Paintings,http://www.metmuseum.org/art/collection/search/439409,562,9
1816,435992,Painting,"Saints Peter, Martha, Mary Magdalen, and Leonard",1514,1534,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435992,563,9
1817,435993,Painting,"Marianne Dorothy Harland (1759–1785), Later Mrs. William Dalrymple",1762,1821,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435993,564,9
1818,435997,Painting,The Storm,1880,1880,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435997,565,9
1819,438158,Painting,Springtime,1873,1873,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/438158,565,9
1820,435998,Painting,"Admiral Harry Paulet (1719/20–1794), Sixth Duke of Bolton",1760,1770,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/435998,566,9
1821,436000,Painting,Madame de Brayer,1858,1858,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436000,567,9
1822,436001,Painting,"Jo, La Belle Irlandaise",1865,1866,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436001,567,9
1823,436002,Painting,Woman with a Parrot,1866,1866,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436002,567,9
1824,436003,Painting,The Young Bather,1866,1866,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436003,567,9
1825,436004,Painting,The Woman in the Waves,1868,1868,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436004,567,9
1826,436005,Painting,The Calm Sea,1869,1869,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436005,567,9
1827,436006,Painting,Marine: The Waterspout,1870,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436006,567,9
1828,436007,Painting,After the Hunt,1859,1859,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436007,567,9
1829,436008,Painting,Alphonse Promayet (1822–1872),1851,1851,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436008,567,9
1830,436009,Painting,"A Brook in a Clearing (possibly ""Brook, Valley of Fontcouverte; Study"")",1862,1862,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436009,567,9
1831,436010,Painting,A Brook in the Forest,1839,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436010,567,9
1832,436011,Painting,The Deer,1860,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436011,567,9
1833,436012,Painting,The Fishing Boat,1839,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436012,567,9
1834,436013,Painting,The Hidden Brook,1839,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436013,567,9
1835,436014,Painting,Hunting Dogs with Dead Hare,1857,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436014,567,9
1836,436015,Painting,Louis Gueymard (1822–1880) as Robert le Diable,1857,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436015,567,9
1837,436016,Painting,"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",1852,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436016,567,9
1838,436017,Painting,Charles Suisse,1861,1861,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436017,567,9
1839,436018,Painting,Nude with Flowering Branch,1863,1863,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436018,567,9
1840,436019,Painting,Portrait of a Man,1857,1867,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436019,567,9
1841,436020,Painting,River and Rocks,1873,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436020,567,9
1842,436021,Painting,The Sea,1865,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436021,567,9
1843,436022,Painting,The Source,1862,1862,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436022,567,9
1844,436023,Painting,The Source of the Loue,1864,1864,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436023,567,9
1845,436024,Painting,Woman in a Riding Habit (L'Amazone),1856,1856,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436024,567,9
1846,436025,Painting,View of Ornans,1839,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436025,567,9
1847,436026,Painting,Spring Flowers,1855,1860,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436026,567,9
1848,436027,Painting,Apples,1850,1899,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436027,567,9
1849,436028,Painting,"Portrait of a Woman, Called Héloïse Abélard",1850,1899,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436028,567,9
1850,438820,Painting,Young Ladies of the Village,1851,1852,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/438820,567,9
1851,436030,Painting,Soap Bubbles,1859,1859,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436030,568,9
1852,436033,Painting,Lukas Spielhausen,1532,1532,Oil and gold on beech,Paintings,http://www.metmuseum.org/art/collection/search/436033,569,9
1853,436033,Painting,Lukas Spielhausen,1532,1532,Oil and gold on beech,Paintings,http://www.metmuseum.org/art/collection/search/436033,570,9
1854,436034,Painting,Christ and the Adulteress,1545,1550,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436034,569,9
1855,436034,Painting,Christ and the Adulteress,1545,1550,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436034,570,9
1856,436035,Painting,Christ Blessing the Children,1545,1550,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436035,569,9
1857,436035,Painting,Christ Blessing the Children,1545,1550,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436035,570,9
1858,436036,Painting,"Johann (1498–1537), Duke of Saxony",1534,1537,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436036,569,9
1859,436036,Painting,"Johann (1498–1537), Duke of Saxony",1534,1537,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436036,570,9
1860,436037,Painting,The Judgment of Paris,1523,1533,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436037,569,9
1861,436037,Painting,The Judgment of Paris,1523,1533,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436037,570,9
1862,436038,Painting,Judith with the Head of Holofernes,1525,1535,Oil on linden,Paintings,http://www.metmuseum.org/art/collection/search/436038,569,9
1863,436038,Painting,Judith with the Head of Holofernes,1525,1535,Oil on linden,Paintings,http://www.metmuseum.org/art/collection/search/436038,570,9
1864,436039,Painting,The Martyrdom of Saint Barbara,1505,1515,Oil on linden,Paintings,http://www.metmuseum.org/art/collection/search/436039,569,9
1865,436039,Painting,The Martyrdom of Saint Barbara,1505,1515,Oil on linden,Paintings,http://www.metmuseum.org/art/collection/search/436039,570,9
1866,436040,Painting,Portrait of a Man with a Rosary,1503,1513,Oil on oak,Paintings,http://www.metmuseum.org/art/collection/search/436040,569,9
1867,436040,Painting,Portrait of a Man with a Rosary,1503,1513,Oil on oak,Paintings,http://www.metmuseum.org/art/collection/search/436040,570,9
1868,436041,Painting,Samson and Delilah,1528,1530,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436041,569,9
1869,436041,Painting,Samson and Delilah,1528,1530,Oil on beech,Paintings,http://www.metmuseum.org/art/collection/search/436041,570,9
1870,436042,Painting,Venus and Cupid,1525,1527,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436042,569,9
1871,436042,Painting,Venus and Cupid,1525,1527,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436042,570,9
1872,436043,Painting,"Friedrich III (1463–1525), the Wise, Elector of Saxony",1533,1533,"Oil on beech, with letterpress-printed paper labels",Paintings,http://www.metmuseum.org/art/collection/search/436043,569,9
1873,436043,Painting,"Friedrich III (1463–1525), the Wise, Elector of Saxony",1533,1533,"Oil on beech, with letterpress-printed paper labels",Paintings,http://www.metmuseum.org/art/collection/search/436043,570,9
1874,436044,Painting,Portrait of a Man,1537,1537,Oil on alder,Paintings,http://www.metmuseum.org/art/collection/search/436044,569,9
1875,436044,Painting,Portrait of a Man,1537,1537,Oil on alder,Paintings,http://www.metmuseum.org/art/collection/search/436044,570,9
1876,436045,Painting,"Johann I (1468–1532), the Constant, Elector of Saxony",1532,1533,"Oil on beech, with letterpress-printed paper labels",Paintings,http://www.metmuseum.org/art/collection/search/436045,569,9
1877,436045,Painting,"Johann I (1468–1532), the Constant, Elector of Saxony",1532,1533,"Oil on beech, with letterpress-printed paper labels",Paintings,http://www.metmuseum.org/art/collection/search/436045,570,9
1878,436046,Painting,"Johann I (1468–1532), the Constant, Elector of Saxony",1532,1533,"Oil on canvas, transferred from wood, with letterpress-printed paper labels",Paintings,http://www.metmuseum.org/art/collection/search/436046,569,9
1879,436046,Painting,"Johann I (1468–1532), the Constant, Elector of Saxony",1532,1533,"Oil on canvas, transferred from wood, with letterpress-printed paper labels",Paintings,http://www.metmuseum.org/art/collection/search/436046,570,9
1880,436047,Painting,Martin Luther (1483–1546),1532,1532,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436047,569,9
1881,436047,Painting,Martin Luther (1483–1546),1532,1532,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436047,570,9
1882,439081,Painting,Saint Maurice,1520,1525,Oil on linden,Paintings,http://www.metmuseum.org/art/collection/search/439081,569,9
1883,439081,Painting,Saint Maurice,1520,1525,Oil on linden,Paintings,http://www.metmuseum.org/art/collection/search/439081,570,9
1884,436048,Painting,The Meeting of Alexander the Great and Diogenes,1605,1669,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436048,571,9
1885,436049,Painting,Philip IV (1605–1665) in Parade Armor,1623,1633,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436049,571,9
1886,436052,Painting,Madonna and Child,1475,1485,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/436052,572,9
1887,436053,Painting,Pietà,1476,1476,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/436053,572,9
1888,438691,Painting,Saint George,1472,1472,"Tempera on wood, gold ground, transferred to Masonite",Paintings,http://www.metmuseum.org/art/collection/search/438691,572,9
1889,436055,Painting,Madonna and Child Enthroned with Two Angels and a Donor,1481,1481,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/436055,573,9
1890,436056,Painting,Madonna and Child with Two Angels,1481,1482,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/436056,573,9
1891,436057,Painting,"Hautbois Common, Norfolk",1805,1815,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436057,574,9
1892,436060,Painting,Bacchus and Nymphs in a Landscape,1640,1649,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436060,575,9
1893,436061,Painting,Landscape with the Flight into Egypt,1645,1655,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436061,576,9
1894,436062,Painting,Piping Shepherds,1643,1644,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436062,576,9
1895,436063,Painting,"Equestrian Portrait of Cornelis (1639–1680) and Michiel Pompe van Meerdervoort (1638–1653) with Their Tutor and Coachman (""Starting for the Hunt"")",1652,1653,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436063,576,9
1896,436064,Painting,Young Herdsmen with Cows,1655,1660,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436064,576,9
1897,436065,Painting,Children and a Cow,1635,1639,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436065,576,9
1898,436068,Painting,Christ Enthroned with Saints,1320,1330,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/436068,577,9
1899,438423,Painting,The Crucifixion,1325,30,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/438423,577,9
1900,436075,Painting,Madonna of the Rose,1885,1885,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436075,578,9
1901,436076,Painting,The Pardon in Brittany,1886,1886,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436076,578,9
1902,436077,Painting,Portrait of a Woman,1696,1743,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436077,579,9
1903,436078,Painting,Charity,1616,1656,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436078,580,9
1904,436079,Painting,Uvedale Tomkyns Price (1685–1764) and Members of His Family,1730,1733,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436079,581,9
1905,436080,Painting,The Banks of the Oise,1863,1863,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436080,582,9
1906,436081,Painting,Landscape on a River,1863,1863,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436081,582,9
1907,436083,Painting,A River Landscape with Storks,1864,1864,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436083,582,9
1908,436084,Painting,Boats on the Seacoast at Étaples,1871,1871,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436084,582,9
1909,436085,Painting,Apple Blossoms,1873,1873,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436085,582,9
1910,436086,Painting,The Seine: Morning,1874,1874,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436086,582,9
1911,436088,Painting,Portejoie on the Seine,1850,1878,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436088,582,9
1912,436089,Painting,The Hamlet of Optevoz,1849,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436089,582,9
1913,436090,Painting,Landscape with a Sunlit Stream,1877,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436090,582,9
1914,440408,Painting,View at Auvers-sur-Oise,1837,1878,"Oil on paper, laid down on canvas",Paintings,http://www.metmuseum.org/art/collection/search/440408,582,9
1915,436091,Painting,The Laundress,1863,1863,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436091,583,9
1916,436092,Painting,Don Quixote and the Dead Mule,1828,1879,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436092,583,9
1917,436093,Painting,The Drinkers,1841,1861,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436093,583,9
1918,436095,Painting,The Third-Class Carriage,1862,1864,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436095,583,9
1919,436098,Painting,The Crucifixion,1495,1500,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436098,584,9
1920,436099,Painting,The Nativity with Donors and Saints Jerome and Leonard,1510,1515,"Oil on canvas, transferred from wood",Paintings,http://www.metmuseum.org/art/collection/search/436099,584,9
1921,436100,Painting,The Nativity,1480,1483,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436100,584,9
1922,436101,Painting,The Rest on the Flight into Egypt,1512,1515,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436101,584,9
1923,436102,Painting,Virgin and Child with Four Angels,1510,1515,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436102,584,9
1924,436104,Painting,The Adoration of the Magi,1515,1525,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436104,584,9
1925,439327,Painting,Christ Blessing,1500,1505,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/439327,584,9
1926,436103,Painting,Virgin and Child,1515,1525,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436103,585,9
1927,436105,Painting,The Death of Socrates,1787,1787,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436105,586,9
1928,436106,Painting,"Antoine Laurent Lavoisier (1743–1794) and His Wife (Marie Anne Pierrette Paulze, 1758–1836)",1788,1788,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436106,586,9
1929,436107,Painting,General Étienne-Maurice Gérard (1773–1852),1816,1816,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436107,586,9
1930,436108,Painting,Head of a Child,1768,1825,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436108,586,9
1931,436114,Painting,The Experts,1837,1837,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436114,587,9
1932,436115,Painting,The Good Samaritan,1845,1860,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436115,587,9
1933,436116,Painting,The Night Patrol at Smyrna,1823,1860,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436116,587,9
1934,436118,Painting,The Forge,1755,1805,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436118,588,9
1935,436119,Painting,The Rope Dance,1755,1805,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436119,588,9
1936,436120,Painting,The Old Italian Woman,1857,1857,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436120,589,9
1937,436121,Painting,A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),1865,1865,"Oil on canvas
",Paintings,http://www.metmuseum.org/art/collection/search/436121,589,9
1938,436122,Painting,The Collector of Prints,1866,1866,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436122,589,9
1939,436123,Painting,"The Ballet from ""Robert le Diable""",1871,1871,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436123,589,9
1940,436138,Painting,Dancers in the Rehearsal Room with a Double Bass,1882,1885,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436138,589,9
1941,436139,Painting,Dancers Practicing at the Barre,1877,1877,Mixed media on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436139,589,9
1942,436140,Painting,"Dancers, Pink and Green",1885,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436140,589,9
1943,436141,Painting,The Dancing Class,1870,1870,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436141,589,9
1944,436144,Painting,James-Jacques-Joseph Tissot (1836–1902),1867,1868,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436144,589,9
1945,436145,Painting,Joseph-Henri Altès (1826–1895),1868,1868,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436145,589,9
1946,436149,Painting,"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",1869,1869,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436149,589,9
1947,436150,Painting,Mademoiselle Marie Dihau (1843–1935),1867,1868,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436150,589,9
1948,436152,Painting,Portrait of a Woman in Gray,1860,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436152,589,9
1949,436153,Painting,Portrait of a Young Woman,1880,1890,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436153,589,9
1950,436162,Painting,Sulking,1870,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436162,589,9
1951,436168,Painting,Two Men,1865,1869,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/436168,589,9
1952,436174,Painting,A Woman Ironing,1873,1873,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436174,589,9
1953,438156,Painting,Young Woman with Ibis,1860,1862,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/438156,589,9
1954,438817,Painting,The Dance Class,1874,1874,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/438817,589,9
1955,438857,Painting,Male Nude,1856,1856,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/438857,589,9
1956,436175,Painting,Basket of Flowers,1848,1849,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436175,590,9
1957,436176,Painting,Christ Asleep during the Tempest,1853,1853,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436176,590,9
1958,436177,Painting,George Sand's Garden at Nohant,1842,1863,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/436177,590,9
