Met ID,URL
466,https://images.metmuseum.org/CRDImages/ad/original/25582.jpg
470,https://images.metmuseum.org/CRDImages/ad/original/25581.jpg
472,https://images.metmuseum.org/CRDImages/ad/original/25595.jpg
473,https://images.metmuseum.org/CRDImages/ad/original/25598.jpg
474,https://images.metmuseum.org/CRDImages/ad/original/25599.jpg
475,https://images.metmuseum.org/CRDImages/ad/original/25602.jpg
482,https://images.metmuseum.org/CRDImages/ad/original/25894_83.2.234.jpg
483,https://images.metmuseum.org/CRDImages/ad/original/25596.jpg
484,https://images.metmuseum.org/CRDImages/ad/original/25593.jpg
486,https://images.metmuseum.org/CRDImages/ad/original/25894.jpg
500,https://images.metmuseum.org/CRDImages/ad/original/25656.jpg
3963,https://images.metmuseum.org/CRDImages/ad/original/25460.jpg
3971,https://images.metmuseum.org/CRDImages/ad/original/25568.jpg
5896,https://images.metmuseum.org/CRDImages/ad/original/25388.jpg
12873,https://images.metmuseum.org/CRDImages/ad/original/116218.jpg
12895,https://images.metmuseum.org/CRDImages/ad/original/116220.jpg
12899,https://images.metmuseum.org/CRDImages/ad/original/116219.jpg
12902,https://images.metmuseum.org/CRDImages/ad/original/157006.jpg
12920,https://images.metmuseum.org/CRDImages/ad/original/116221.jpg
12929,https://images.metmuseum.org/CRDImages/ad/original/DP205026.jpg
12947,https://images.metmuseum.org/CRDImages/ad/original/181609.jpg
12950,https://images.metmuseum.org/CRDImages/ad/original/181610.jpg
12965,https://images.metmuseum.org/CRDImages/ad/original/10B_060R3M.jpg
12966,https://images.metmuseum.org/CRDImages/ad/original/63487.jpg
12997,https://images.metmuseum.org/CRDImages/ad/original/68224.jpg
13014,https://images.metmuseum.org/CRDImages/ad/original/63488.jpg
13020,https://images.metmuseum.org/CRDImages/ad/original/156980.jpg
232204,https://images.metmuseum.org/CRDImages/ad/original/SF2007_49_344.jpg
232207,https://images.metmuseum.org/CRDImages/ad/original/SF2007_49_349.jpg
232209,https://images.metmuseum.org/CRDImages/ad/original/DP-16346-001.jpg
232211,https://images.metmuseum.org/CRDImages/ad/original/SF2007_49_350.jpg
232212,https://images.metmuseum.org/CRDImages/ad/original/SF2007_49_351.jpg
471,https://images.metmuseum.org/CRDImages/ad/original/25592.jpg
485,https://images.metmuseum.org/CRDImages/ad/original/25583.jpg
3926,https://images.metmuseum.org/CRDImages/ad/original/25456_83.2.96.jpg
10083,https://images.metmuseum.org/CRDImages/ad/original/25597.jpg
10084,https://images.metmuseum.org/CRDImages/ad/original/25684.jpg
3970,https://images.metmuseum.org/CRDImages/ad/original/25534.jpg
12928,https://images.metmuseum.org/CRDImages/ad/original/117995.jpg
16743,https://images.metmuseum.org/CRDImages/ad/original/VR 39.184.18 Ptg. 1 Ret.jpg
16744,https://images.metmuseum.org/CRDImages/ad/original/VR 39.184.19 Ptg. Ret.jpg
236111,https://images.metmuseum.org/CRDImages/ad/original/SFX_301_2_img1.jpg
12857,https://images.metmuseum.org/CRDImages/ad/original/ap54.90.9.jpg
12859,https://images.metmuseum.org/CRDImages/ad/original/ap63.138.4.jpg
12860,https://images.metmuseum.org/CRDImages/ad/original/ap69.279.1.jpg
12866,https://images.metmuseum.org/CRDImages/ad/original/DT218687.jpg
12870,https://images.metmuseum.org/CRDImages/ad/original/ap56.108.2.jpg
12872,https://images.metmuseum.org/CRDImages/ad/original/DT4761.jpg
12877,https://images.metmuseum.org/CRDImages/ad/original/ap23.80.82.jpg
12878,https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.7.jpg
12885,https://images.metmuseum.org/CRDImages/ad/original/ap64.97.5.jpg
12889,https://images.metmuseum.org/CRDImages/ad/original/ap1970.283.4.jpg
12904,https://images.metmuseum.org/CRDImages/ad/original/ap1973.323.1.jpg
12911,https://images.metmuseum.org/CRDImages/ad/original/ap1973.323.2.jpg
12913,https://images.metmuseum.org/CRDImages/ad/original/DT9458.jpg
12932,https://images.metmuseum.org/CRDImages/ad/original/ap1973.323.5.jpg
12933,https://images.metmuseum.org/CRDImages/ad/original/DP221115.jpg
12939,https://images.metmuseum.org/CRDImages/ad/original/ap63.138.3.jpg
12940,https://images.metmuseum.org/CRDImages/ad/original/DT9035.jpg
12948,https://images.metmuseum.org/CRDImages/ad/original/ap07.233.38.jpg
12959,https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.8.jpg
12962,https://images.metmuseum.org/CRDImages/ad/original/ap37.84.jpg
12968,https://images.metmuseum.org/CRDImages/ad/original/DT5511.jpg
12983,https://images.metmuseum.org/CRDImages/ad/original/ap62.241.1.jpg
12994,https://images.metmuseum.org/CRDImages/ad/original/ap64.97.4.jpg
13000,https://images.metmuseum.org/CRDImages/ad/original/ap23.80.81.jpg
13001,https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.2.jpg
13006,https://images.metmuseum.org/CRDImages/ad/original/64.309.7 front.jpg
13011,https://images.metmuseum.org/CRDImages/ad/original/DT9051.jpg
13017,https://images.metmuseum.org/CRDImages/ad/original/ap1977.258.1.jpg
13018,https://images.metmuseum.org/CRDImages/ad/original/ADA3627.jpg
13019,https://images.metmuseum.org/CRDImages/ad/original/ap54.90.7.jpg
13025,https://images.metmuseum.org/CRDImages/ad/original/ap54.90.177.jpg
13098,https://images.metmuseum.org/CRDImages/ad/original/ap26.185.jpg
14265,https://images.metmuseum.org/CRDImages/ad/original/ADA4614.jpg
14516,https://images.metmuseum.org/CRDImages/ad/original/DP145407.jpg
14836,https://images.metmuseum.org/CRDImages/ad/original/DP270986.jpg
19732,https://images.metmuseum.org/CRDImages/ad/original/DP159187.jpg
10082,https://images.metmuseum.org/CRDImages/ad/original/ap83.2.468.jpg
11656,https://images.metmuseum.org/CRDImages/ad/original/ap21.159.2.jpg
12658,https://images.metmuseum.org/CRDImages/ad/original/ap08.90.jpg
12661,https://images.metmuseum.org/CRDImages/ad/original/ap24.109.84.jpg
12662,https://images.metmuseum.org/CRDImages/ad/original/ap81.12.jpg
12663,https://images.metmuseum.org/CRDImages/ad/original/ap1986.264.1.jpg
12664,https://images.metmuseum.org/CRDImages/ad/original/ap88.18.jpg
12665,https://images.metmuseum.org/CRDImages/ad/original/ap43.86.1.jpg
12666,https://images.metmuseum.org/CRDImages/ad/original/DP208350.jpg
12667,https://images.metmuseum.org/CRDImages/ad/original/DT2041.jpg
12668,https://images.metmuseum.org/CRDImages/ad/original/DT2039.jpg
12669,https://images.metmuseum.org/CRDImages/ad/original/ap50.213.jpg
12670,https://images.metmuseum.org/CRDImages/ad/original/DT2042.jpg
12671,https://images.metmuseum.org/CRDImages/ad/original/DP105036.jpg
12672,https://images.metmuseum.org/CRDImages/ad/original/DT11172.jpg
12673,https://images.metmuseum.org/CRDImages/ad/original/ap50.145.37.jpg
12674,https://images.metmuseum.org/CRDImages/ad/original/DT2043.jpg
12675,https://images.metmuseum.org/CRDImages/ad/original/ap38.61.jpg
12676,https://images.metmuseum.org/CRDImages/ad/original/ap1978.380.jpg
12677,https://images.metmuseum.org/CRDImages/ad/original/DP105035.jpg
12678,https://images.metmuseum.org/CRDImages/ad/original/DT11749.jpg
12680,https://images.metmuseum.org/CRDImages/ad/original/188982.jpg
12681,https://images.metmuseum.org/CRDImages/ad/original/DT240957.jpg
12683,https://images.metmuseum.org/CRDImages/ad/original/ap43.86.2.jpg
16584,https://images.metmuseum.org/CRDImages/ad/original/DT62.jpg
16781,https://images.metmuseum.org/CRDImages/ad/original/DT2040.jpg
19056,https://images.metmuseum.org/CRDImages/ad/original/DP136861.jpg
19826,https://images.metmuseum.org/CRDImages/ad/original/DP218093.jpg
7499,https://images.metmuseum.org/CRDImages/ad/original/ap1996.348.jpg
11212,https://images.metmuseum.org/CRDImages/ad/original/ap22.45.3.jpg
11215,https://images.metmuseum.org/CRDImages/ad/original/ap93.19.2.jpg
11223,https://images.metmuseum.org/CRDImages/ad/original/ap06.195.jpg
11224,https://images.metmuseum.org/CRDImages/ad/original/ap95.17.3.jpg
13499,https://images.metmuseum.org/CRDImages/ad/original/SFcs54d.jpg
16906,https://images.metmuseum.org/CRDImages/ad/original/DT4975.jpg
10028,https://images.metmuseum.org/CRDImages/ad/original/ap66.73.jpg
11370,https://images.metmuseum.org/CRDImages/ad/original/ap49.76.jpg
11379,https://images.metmuseum.org/CRDImages/ad/original/ap09.176.jpg
11383,https://images.metmuseum.org/CRDImages/ad/original/DT80.jpg
10035,https://images.metmuseum.org/CRDImages/ad/original/ap67.187.138.jpg
11974,https://images.metmuseum.org/CRDImages/ad/original/DT6007.jpg
11975,https://images.metmuseum.org/CRDImages/ad/original/ap09.72.8.jpg
11976,https://images.metmuseum.org/CRDImages/ad/original/DT2945.jpg
11977,https://images.metmuseum.org/CRDImages/ad/original/DT240272.jpg
11978,https://images.metmuseum.org/CRDImages/ad/original/ap52.199.jpg
11979,https://images.metmuseum.org/CRDImages/ad/original/DT240273.jpg
11980,https://images.metmuseum.org/CRDImages/ad/original/DP-18856-001.jpg
11981,https://images.metmuseum.org/CRDImages/ad/original/DT228023.jpg
12856,https://images.metmuseum.org/CRDImages/ad/original/ap32.67.1.jpg
10049,https://images.metmuseum.org/CRDImages/ad/original/DP256059.jpg
10061,https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.5.jpg
10062,https://images.metmuseum.org/CRDImages/ad/original/DT1268.jpg
10063,https://images.metmuseum.org/CRDImages/ad/original/ap64.117.jpg
10065,https://images.metmuseum.org/CRDImages/ad/original/DT1551.jpg
10066,https://images.metmuseum.org/CRDImages/ad/original/DP273005.jpg
10067,https://images.metmuseum.org/CRDImages/ad/original/DP-12213-001.jpg
10068,https://images.metmuseum.org/CRDImages/ad/original/ap91.18.jpg
12970,https://images.metmuseum.org/CRDImages/ad/original/DP105798.jpg
10070,https://images.metmuseum.org/CRDImages/ad/original/ap01.7.2.jpg
10072,https://images.metmuseum.org/CRDImages/ad/original/ap56.53.jpg
10075,https://images.metmuseum.org/CRDImages/ad/original/ap40.94.jpg
10076,https://images.metmuseum.org/CRDImages/ad/original/ap10.106.jpg
10077,https://images.metmuseum.org/CRDImages/ad/original/DT5812.jpg
10080,https://images.metmuseum.org/CRDImages/ad/original/DT105.jpg
14931,https://images.metmuseum.org/CRDImages/ad/original/DT104.jpg
10081,https://images.metmuseum.org/CRDImages/ad/original/ap63.200.5.jpg
10085,https://images.metmuseum.org/CRDImages/ad/original/ap29.85.jpg
10092,https://images.metmuseum.org/CRDImages/ad/original/ap81.13.jpg
10093,https://images.metmuseum.org/CRDImages/ad/original/ap40.144.jpg
10116,https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.12.jpg
10131,https://images.metmuseum.org/CRDImages/ad/original/ap67.55.164.jpg
10136,https://images.metmuseum.org/CRDImages/ad/original/ap29.58.jpg
10138,https://images.metmuseum.org/CRDImages/ad/original/ap69.202.jpg
10149,https://images.metmuseum.org/CRDImages/ad/original/DT7282.jpg
10150,https://images.metmuseum.org/CRDImages/ad/original/DT2961.jpg
10151,https://images.metmuseum.org/CRDImages/ad/original/DT9506.jpg
10152,https://images.metmuseum.org/CRDImages/ad/original/DT9507.jpg
10154,https://images.metmuseum.org/CRDImages/ad/original/DT82.jpg
10155,https://images.metmuseum.org/CRDImages/ad/original/DT9508.jpg
10156,https://images.metmuseum.org/CRDImages/ad/original/ap1976.337.jpg
10158,https://images.metmuseum.org/CRDImages/ad/original/DT218107.jpg
